hrNo,hrName,birthday,sex,faHrNo,faHrName,moHrNo,moHrName,damsireNo,damsireName,src
0051571,여명의순간,20220516,암,0034735,페더럴리스트,0033071,뱅크엘리,,,API8_2
0053541,연동스타,20230318,암,0036732,머스킷맨,0050644,갤럭시프린세스,,,API8_2
0057205,연바라기,20240410,암,0046483,플래시백,0035094,리치여장군,,,API8_2
0051931,연희히어로,20220508,거,0037972,올드패션드,0045006,플랜스투프로스퍼,,,API8_2
0051509,영광의스카이,20220406,수,0041813,미스터크로우,0035910,프리마퀸,,,API8_2
0055477,영광의스틸,20240309,수,0038391,카우보이칼,0042584,스틸더패션,,,API8_2
0047231,영광의월드,20210530,거,0044993,언캡처드,0024529,주말파티,,,API8_2
0055654,영웅바로우즈,20240403,수,0038387,콩코드포인트,0039362,예술의경지,,,API8_2
0054120,영원빅맨,20210512,수,6780148,COURAGEOUS CAT,6150289,LAUR NET,,,API8_2
1411932,영원자이언트,20210408,수,0040246,지롤라모,0023333,스킵러너,,,API8_2
0053091,영원한루체아,20230318,암,0038227,크리솔라이트,0038339,스테이트비지트,,,API8_2
0055736,영원한보스,20240312,수,6969075,지몰로지스트,0052593,마이빅토리아로즈,,,API8_2
0053373,영원한솔레오,20230330,암,0040086,위드디스팅션,0043298,아켈레오,,,API8_2
0053592,영원한스타,20230327,암,0037972,올드패션드,0037334,매직텐,,,API8_2
0055957,영원한제우스,20240407,수,0038391,카우보이칼,0027707,챔피언홀더,,,API8_2
0053318,영월사랑,20230226,암,6969075,지몰로지스트,0032292,선플래시,,,API8_2
0052971,영파이터,20230215,수,0032990,한센,0027574,영크라운,,,API8_2
0050780,예스엔젤,20220212,암,0041566,투아너앤드서브,0032471,포트스덕션,,,API8_2
0056975,오거스트,20240220,수,6969075,지몰로지스트,0029157,백억이,,,API8_2
0051207,오늘도스마일,20220425,암,0034735,페더럴리스트,0046433,히트스윕,,,API8_2
0061947,오드매직,20240425,수,7003396,MAGIC ON TAP,6970053,MAGGIE SIMON,,,API8_2
0054010,오라칸,20210222,수,6115219,FREE DROP BILLY,6149849,ANOTHER PLEASE,,,API8_2
0053416,오라토리움,20230412,암,0044993,언캡처드,0025339,굿모닝,,,API8_2
0055399,오로라의빛,20240305,암,0032994,다이나믹대시,0037312,조이오브캡틴,,,API8_2
0055264,오마이러브,20240222,암,0035295,나스카프린스,0052744,러브인도쿄,,,API8_2
0055269,오버앤오버,20240213,수,0026213,지금이순간,0039939,블루울프,,,API8_2
0055064,오섬모닝,20240124,수,0029817,금포스카이,0020516,쿨모닝,,,API8_2
0050724,오섬퀸,20220221,암,0037972,올드패션드,0040179,브와나베이브,,,API8_2
0053052,오퍼스원,20230307,거,0041559,빅스,0039797,스피너,,,API8_2
0051866,오피에스탑,20220506,수,0038391,카우보이칼,0018420,덕수궁,,,API8_2
0052973,온누리빛,20230221,암,0035885,다이나믹스타,0039809,뷰티풀진주,,,API8_2
0052891,온리유,20230104,암,0026213,지금이순간,0039939,블루울프,,,API8_2
0051778,와달비,20220420,거,0032994,다이나믹대시,0037061,해피엔딩토크,,,API8_2
0055925,와와삭스,20240324,암,0027443,컬러즈플라잉,0032115,굿스타트,,,API8_2
0055603,와우러너,20240309,암,6969075,지몰로지스트,0040021,록코모도,,,API8_2
0045162,와우와우,20190210,수,0038391,카우보이칼,0027049,짝꿍,,,API8_2
0053941,와일드매직,20230429,암,0032258,트리플나인,0032259,이반질린,,,API8_2
0044287,와일드삭스,20190401,수,0032990,한센,0034876,엠파이어캔디,,,API8_2
0052894,와일드스마티,20230115,암,0050008,바이언,0034578,메다글로리아,,,API8_2
0055702,와일드위스퍼,20240303,암,0050008,바이언,0038244,위스퍼위시,,,API8_2
0055463,와일드카니발,20240219,수,0050008,바이언,0050578,네이티브원,,,API8_2
0055793,와일드캐비어,20240314,암,0050008,바이언,0045000,프루던스,,,API8_2
0056343,와일드피치,20240304,수,6127227,LEXITONIAN,0055129,코스러너,,,API8_2
0056189,왁스,20240520,암,0032990,한센,0018829,플라이우먼,,,API8_2
0046670,왈츠의여왕,20210308,암,0037972,올드패션드,0038399,레드밍크스,,,API8_2
0051148,왕최고,20220228,수,0040246,지롤라모,0035697,최고야최고,,,API8_2
0054308,용비교,20230302,암,7000060,나이트러스,0038573,파크블레이드,,,API8_2
0055718,용비신성,20240305,수,0038245,미스치비어슬리,0038354,미스보스케스,,,API8_2
0053353,용비신화,20230228,거,0045050,섀클포드,0038354,미스보스케스,,,API8_2
0051853,용비킹,20220429,거,0036732,머스킷맨,0028468,파인공주,,,API8_2
0051825,용비태양,20220428,수,0046317,레이스데이,0032517,지봉사랑,,,API8_2
0054792,용비히어로,20220126,수,6103967,GOLDENCENTS,6129327,MOCHI,,,API8_2
0047283,용암세상,20210308,거,0041566,투아너앤드서브,0028416,찬란한여명,,,API8_2
0056054,용워리어,20240220,수,0038391,카우보이칼,0024922,용두성,,,API8_2
0053183,우루스사비아,20230209,거,0045082,오버애널라이즈,0039759,아테나브이,,,API8_2
0053850,우루스코르사,20230330,수,0037972,올드패션드,0030005,앰버고,,,API8_2
0055203,우리의기쁨,20240201,암,0041566,투아너앤드서브,0043673,울프아이,,,API8_2
0047557,우마포이,20210303,수,0039750,퍼지,0027544,에스에스벨,,,API8_2
0052118,우승진리,20220228,수,0045050,섀클포드,0035592,장산제패,,,API8_2
1412298,우승콩코드,20210303,거,0038387,콩코드포인트,0028966,윌링미스,,,API8_2
0054675,우승할결심,20220412,수,6108945,KHOZAN,6888734,CRY AT MY WEDDING,,,API8_2
0047452,우아센,20210430,암,0032990,한센,0030499,우아등선,,,API8_2
0057308,우와,20230419,거,6340178,CANDY RIDE,6124557,FINN'S JEWEL,,,API8_2
0057306,우와운,20230415,암,6112413,TAPWRIT,6804973,IMFOREAL,,,API8_2
0053901,우항상스타,20230429,암,0044993,언캡처드,0039349,우대륭,,,API8_2
0057592,우화력토,20240330,암,0036732,머스킷맨,0041755,화기,,,API8_2
0055483,운주당,20240215,암,0046317,레이스데이,0041193,톱오브챌린저,,,API8_2
0057409,운주원,20240410,암,6969075,지몰로지스트,0038291,알루라,,,API8_2
0053155,운주클리어,20230207,암,0039812,모던카우보이,0041193,톱오브챌린저,,,API8_2
0051549,운주타임,20220422,암,0038391,카우보이칼,0016751,임패션드댄서,,,API8_2
0054600,운주프린스,20230328,수,0034428,테스타마타,0032944,팬시폴리,,,API8_2
0052422,울트라드래곤,20210422,수,6114923,KLIMT,6854951,RUNNING CREEK,,,API8_2
0047082,울트라망치,20210409,수,0040086,위드디스팅션,0037960,엘러벨,,,API8_2
0045476,울트라삭스,20200304,암,0037972,올드패션드,0041970,그레이스필,,,API8_2
0054781,울트라선더,20220205,거,6979712,CROSS TRAFFIC,6856178,AD LITEM,,,API8_2
0061578,울트라크라운,20240214,거,6127013,COLONEL LIAM,7032553,ULTIMA COPA,,,API8_2
0060716,워트랜스미션,20230406,거,6149530,FOG OF WAR,7008379,LOVING LORRI,,,API8_2
0060718,원다이아,20230320,수,7000178,INDEPENDENCE HALL,6150607,HEADSTRONG WOMAN,,,API8_2
0056231,원더그레이스,20240422,암,6126461,GIRVIN,0054930,케이제이워리어,,,API8_2
0050757,원더풀노던,20220301,수,0037674,뉴레전드,0036316,론다도르,,,API8_2
0050760,원더풀다르샨,20220225,수,0041868,제이피즈거스토,0038308,콰드릴,,,API8_2
0047440,원더풀로드,20210412,수,0041868,제이피즈거스토,0033976,머제스틱뷰티,,,API8_2
0050747,원더풀리즌,20220311,거,0041566,투아너앤드서브,0026484,금아퀸,,,API8_2
0053272,원더풀삭스,20230303,암,0038391,카우보이칼,0035873,샤나오,,,API8_2
0050759,원더풀새치,20220211,암,0039750,퍼지,0024968,레몬펀치,,,API8_2
0045717,원더풀슬루,20200417,암,0039750,퍼지,0030663,월들리듀드,,,API8_2
0046713,원더풀시킹,20210116,암,0034428,테스타마타,0038310,쉬즈어버드걸,,,API8_2
0051529,원더풀어롱,20220424,암,0037674,뉴레전드,0046419,선가디스,,,API8_2
0054727,원더풀에이원,20220315,거,6106696,LORD NELSON,6982151,BONJOUR BELLE,,,API8_2
0050756,원더풀엔비,20220317,거,0037674,뉴레전드,0029513,큐피드걸,,,API8_2
0046936,원더풀제트,20210328,수,0039750,퍼지,0029472,록레인,,,API8_2
0051308,원더풀치프,20220407,수,0041868,제이피즈거스토,0033976,머제스틱뷰티,,,API8_2
0051309,원더풀캐시,20220401,암,0039750,퍼지,0029170,노블볼트,,,API8_2
0050882,원더풀튠업,20220128,암,0034428,테스타마타,0041537,홀리데이스타렛,,,API8_2
0051301,원더풀파피,20220420,거,0045050,섀클포드,0041869,지미슈가,,,API8_2
0046710,원더풀패스,20210120,암,0044420,레볼루셔너리,0034950,나이트퓨리,,,API8_2
0046300,원더풀폭스,20200304,암,0034835,티즈원더풀,0027718,폭스레이,,,API8_2
0056249,원더플렉스,20240427,암,7000060,나이트러스,0035792,스칼렛위치,,,API8_2
0055726,원더하트,20240407,암,0050506,에어포스블루,0029921,원더드리머,,,API8_2
0053236,원모타임,20230321,암,0025790,피스룰즈,0036080,아마조네스,,,API8_2
0056978,원투타이거,20240523,수,0041566,투아너앤드서브,0045006,플랜스투프로스퍼,,,API8_2
0052105,원펀치드래곤,20220403,수,0033566,파워블레이드,0041951,진저러시,,,API8_2
0047029,원평강자,20210405,거,0039750,퍼지,0017475,금순이,,,API8_2
0054474,원평드림,20230424,거,0038245,미스치비어슬리,0044982,시어리어슬리마인,,,API8_2
0047322,원평리스트,20210407,암,0034735,페더럴리스트,0044982,시어리어슬리마인,,,API8_2
0057062,원평스킷,20230314,암,0036732,머스킷맨,0044981,킬라리드,,,API8_2
0055888,원평스톰,20220426,수,6126502,TALE OF VERVE,6127711,READY FOR CHIANTI,,,API8_2
0055707,원평캣,20240419,수,0027443,컬러즈플라잉,0038427,컴퍼스로즈,,,API8_2
0044526,원평코드,20190429,거,0020256,메니피,0040180,케이프코드걸,,,API8_2
0061529,원평크라운,20240420,수,7053421,MIND CONTROL,6105164,STARSHIP FLARE,,,API8_2
0045302,원평타운,20200223,수,6115210,MO TOWN,0044982,시어리어슬리마인,,,API8_2
0054225,월드블레임,20210210,거,6821213,BLAME,6109811,OLEANDA AVENUE,,,API8_2
0053444,월드빅스,20230309,암,0041559,빅스,0042524,월드천사,,,API8_2
1412328,월드섀넌스,20210430,거,0032314,뉴화이트삭스,0034909,섀넌스데뷔,,,API8_2
0052887,월드아너,20230127,암,0038245,미스치비어슬리,0033017,월드클래스Ⅱ,,,API8_2
0053908,월드오브드림,20230430,수,0045082,오버애널라이즈,0024529,주말파티,,,API8_2
0045158,월드참,20190417,수,0034428,테스타마타,0026386,블랙탄,,,API8_2
0054872,월드타이거,20230313,수,0034637,라이언메탈,0029800,펠리시티,,,API8_2
0055891,월드피플,20220317,수,6106665,MIDNIGHT STORM,6148365,SALTY WAVE,,,API8_2
0054137,월스트리트,20230315,암,0045050,섀클포드,0033028,클립스어브모허,,,API8_2
0050784,웨스턴건,20220209,수,6126457,WEST COAST,0050361,코코스스위티,,,API8_2
0059221,웨스트워,20240306,암,6324784,WAR FRONT,7036116,I'M FINE,,,API8_2
0052144,위고하이,20220208,수,0036732,머스킷맨,0035076,큐피드레이디,,,API8_2
0051364,위너글로리,20220424,암,0045050,섀클포드,0040184,카우아이콜즈,,,API8_2
0053949,위너남촌,20230429,암,0045082,오버애널라이즈,0022026,질주하라,,,API8_2
0055599,위너라이징,20240311,암,0041813,미스터크로우,0029640,다이아파워,,,API8_2
0052910,위너삭스,20230213,거,0032258,트리플나인,0039749,드림딜라이트,,,API8_2
0054726,위너선,20220119,거,6149524,ECHO TOWN,6794298,ABOVE IT,,,API8_2
0056182,위너제이,20240418,수,0040086,위드디스팅션,0040088,타피즈드림,,,API8_2
0053041,위대한함성,20230214,수,0038245,미스치비어슬리,0037470,위대한비상,,,API8_2
0052485,위더스,20210412,수,0027443,컬러즈플라잉,0033111,그릴리메이,,,API8_2
0051561,위드도르티,20220311,암,0046484,도르트문트,0031992,너와기쁨을,,,API8_2
0046626,위드디스쿠로,20210116,수,0040086,위드디스팅션,0026120,아이리스,,,API8_2
0051823,위버멘쉬,20220426,암,0046317,레이스데이,0045113,럭키스카이,,,API8_2
0053711,위시마스터,20230410,수,0038387,콩코드포인트,0050522,업점프드더데블,,,API8_2
0053420,위즈드림,20230328,암,0045050,섀클포드,0036719,차이나골드,,,API8_2
0054008,위즈러너,20210407,거,6118888,VINO ROSSO,6112527,ABATIS,,,API8_2
0057329,위즈스타,20230217,암,6114897,CARAVAGGIO,6985343,MYBROKENHOME,,,API8_2
0060710,위즈윈,20230406,수,6149607,WIN WIN WIN,7017997,TIZ ENTERTAINING,,,API8_2
0054785,위즈캠페인,20220427,거,6149534,글로벌캠페인,6148708,BEMUS POINT,,,API8_2
0055597,위즈크라운,20240308,암,0045050,섀클포드,0040840,위즈모멘트,,,API8_2
0060708,위즈파이터,20230424,거,6118203,COMBATANT,6127085,MY GRAY LADY,,,API8_2
0057327,위즈퍼펙트,20230303,거,6149803,ROCK YOUR WORLD,6115764,LUCKY BUG,,,API8_2
0053705,위즈포인트,20230403,수,0045050,섀클포드,0050565,포인트투더와일드,,,API8_2
0052958,위크플레이,20230220,수,0044420,레볼루셔너리,0043426,캐치참,,,API8_2
0056405,윈캐처,20220425,거,6127209,SEEKING THE SOUL,7005112,BABY SISTER,,,API8_2
0060700,유나유나,20230217,수,6149581,스펀투런,6993844,PONYA,,,API8_2
0053206,유니버설,20230331,수,0038245,미스치비어슬리,0040089,티피맥지,,,API8_2
0053912,유니카,20230328,암,0032990,한센,0036045,반지의장미,,,API8_2
0055304,유니콘에이스,20240309,수,0046317,레이스데이,0052761,알리틀시크릿,,,API8_2
0053653,유니콘프린스,20230327,거,6969075,지몰로지스트,0036626,러브투러브,,,API8_2
0052814,유쾌한승자,20230118,암,0046317,레이스데이,0029484,걸즈라이크,,,API8_2
0046387,은빛돌풍,20200420,암,0032990,한센,0038288,키튼즈저니,,,API8_2
0056480,은빛불패,20240225,암,0038387,콩코드포인트,0042315,그레이트펀,,,API8_2
0054056,은빛유혹,20230324,암,0032990,한센,0021840,금빛유혹,,,API8_2
0054868,은파부스터,20230327,수,6969075,지몰로지스트,0032127,럭키뮤직,,,API8_2
0046839,은파사랑,20210227,수,0032990,한센,0022962,아침사랑,,,API8_2
0053484,은하블루,20230314,암,0045050,섀클포드,0035326,은하철마,,,API8_2
0052010,은하칼라스,20220418,암,0033119,선더모카신,0037640,은빛퀸,,,API8_2
0054540,이글플레이,20230420,암,0041813,미스터크로우,0027923,라이런,,,API8_2
0053501,이끌림,20230419,거,0040086,위드디스팅션,0031135,정상파티,,,API8_2
0053924,이성의간지,20230425,거,0038025,아임유어파더,0025452,퓨앤파비트윈,,,API8_2
0062427,이센셜포스,20240414,수,6149747,ESSENTIAL QUALITY,6114581,DUCRU,,,API8_2
0050952,이스트강적,20220409,수,0032990,한센,0034644,달려라강적,,,API8_2
0053072,이스트고고,20230313,수,0045050,섀클포드,0039971,금월,,,API8_2
0060719,이스트라코타,20230313,거,6130303,ENTICED,7041246,WONDERSTRUCK,,,API8_2
0059023,이스트비치,20221101,수,6126920,OMAHA BEACH,6784426,PECTORALIS MAJOR,,,API8_2
0054011,이스트웨스트,20210316,거,6126457,WEST COAST,6121796,ARCH OF TROY,,,API8_2
0062608,이스트위너,20240403,수,6126350,GAME WINNER,6124478,STAR SIGHTING,,,API8_2
0054026,이스트점프,20210426,암,6969074,CREATIVE CAUSE,6127604,TABLE JUMPER,,,API8_2
0050937,이슬처럼,20220129,암,0045050,섀클포드,0036291,준클리버,,,API8_2
0053103,이십년세월,20230319,수,0038245,미스치비어슬리,0036333,팜파스팜,,,API8_2
0056313,이안글로리,20240415,암,0033566,파워블레이드,0038302,마미위즈,,,API8_2
0055204,이안러브,20240128,암,6969075,지몰로지스트,0024094,프리트인그란,,,API8_2
0055362,이안볼트,20240227,수,0052316,콘서트투어,0033029,로렌브레이,,,API8_2
0055549,이안스타,20240320,수,0041566,투아너앤드서브,0031051,홀리워크,,,API8_2
0055202,이안패밀리,20240128,거,0038387,콩코드포인트,0034256,금소화,,,API8_2
0054301,이안퍼스트,20230506,수,0027443,컬러즈플라잉,0035522,경연한질주,,,API8_2
0053011,이안퍼펙트,20230214,거,0037972,올드패션드,0024094,프리트인그란,,,API8_2
0055359,이클립스가든,20240118,수,0041566,투아너앤드서브,0038261,그레이자벨라,,,API8_2
0055557,이클립스골든,20240215,수,6969075,지몰로지스트,0044959,컬린즈골드,,,API8_2
0051190,이클립스더퀸,20220424,암,0045050,섀클포드,0041962,호니미에르,,,API8_2
0051568,이클립스더킹,20220414,수,0045050,섀클포드,0036646,템파르니요,,,API8_2
0051387,이클립스마블,20220311,암,0045050,섀클포드,0023623,스위트섬머타임,,,API8_2
0052989,이클립스베이,20230227,수,0045050,섀클포드,0036666,실크베리,,,API8_2
0054094,이클립스보스,20230508,수,0045050,섀클포드,0046504,유포어리움,,,API8_2
0053697,이클립스서니,20230404,암,0045050,섀클포드,0030851,선업,,,API8_2
0055307,이클립스소다,20240302,암,0046317,레이스데이,0052760,새치,,,API8_2
0055862,이클립스에버,20240324,수,0041566,투아너앤드서브,0050620,니키스스마티팬츠,,,API8_2
0051223,이클립스에지,20220120,거,0045050,섀클포드,0040137,커팅에지,,,API8_2
0053793,이클립스엘리,20230430,암,0045050,섀클포드,0036612,엘리사타운,,,API8_2
0055644,이클립스이글,20240222,수,0045050,섀클포드,0044790,골든스쿠프,,,API8_2
0051112,이클립스탱고,20220320,수,0045050,섀클포드,0022890,탱고스텝,,,API8_2
0053352,이클립스하트,20230308,수,0044993,언캡처드,0040172,브룩헤이븐,,,API8_2
0057280,인디미니스터,20230419,암,0028545,인디밴드,0040082,러브미니스터,,,API8_2
0061940,인디클래식,20240427,수,0039742,테이크차지인디,6149033,SPEEDY SOUL,,,API8_2
0054543,인스파이어,20230426,수,0044993,언캡처드,0036674,로희,,,API8_2
0055270,인투더갤럭시,20240204,수,0035295,나스카프린스,0033071,뱅크엘리,,,API8_2
0056029,인페르노,20240330,수,0052316,콘서트투어,0034410,퍼스트인디언,,,API8_2
0053234,인플레이션,20230307,수,0041800,메디치글로리,0046429,클리키티클랙,,,API8_2
0047314,인피니트아너,20210318,거,0038391,카우보이칼,0044966,파라다이스나우,,,API8_2
0056256,일급비술,20230420,암,0027443,컬러즈플라잉,0034413,최고비슬,,,API8_2
0053516,일산스나이퍼,20230417,암,0038391,카우보이칼,0032490,금수봉,,,API8_2
0061383,일상이기적,20240403,거,6126922,TACITUS,7092092,QUITE A SECRET,,,API8_2
0051442,임로,20220320,수,0034735,페더럴리스트,0037780,거센마풍,,,API8_2
0056091,자유의날개,20240313,암,0039737,어플릿익스프레스,0042371,강서프린세스,,,API8_2
0051771,자이언트보스,20220415,수,0032314,뉴화이트삭스,0035406,큰마법,,,API8_2
0046657,자이언트스텝,20210120,수,6964691,MUNNINGS,0046429,클리키티클랙,,,API8_2
0046905,장비대운,20210305,암,0034835,티즈원더풀,0022301,신천여걸,,,API8_2
0053620,재즈퍼플,20230325,수,0032990,한센,0044991,플라잉하모니,,,API8_2
0060712,전광석화,20230222,암,6114924,UNIFIED,6143784,EVERYBODY LOVES ME,,,API8_2
0045626,점순이고,20200317,암,0034735,페더럴리스트,0021873,강공알파,,,API8_2
0053955,정문킹덤,20230428,수,0039216,킹삭스,0035869,즐거운함성,,,API8_2
0053937,정상에이스,20210108,수,6109238,MOHAYMEN,6113773,TOP SHEET,,,API8_2
0060344,정상히어로,20230419,수,7000184,BEAU LIAM,6108034,MOTHER OF SWORDS,,,API8_2
0055512,정성공주,20240216,암,0046317,레이스데이,0034111,당대퀸,,,API8_2
0054186,정우불패,20230412,수,0032990,한센,0039107,밸리퀸,,,API8_2
0052955,제너럴윈드,20230128,수,0021239,연승대로,0038613,제너럴로즈,,,API8_2
0046686,제라퀸,20210120,암,0033119,선더모카신,0033421,제라진,,,API8_2
0053807,제성블루,20230513,암,0037972,올드패션드,0036319,포에마,,,API8_2
0053365,제이디강자,20230322,수,0033566,파워블레이드,0041854,소울리마제스틱,,,API8_2
0054043,제이디불꽃,20230402,암,6102795,JIMMY CREED,0052717,프라이즈포트레잇,,,API8_2
0053149,제이에스러브,20230302,암,0045050,섀클포드,0036332,와일드앤프라우드,,,API8_2
0045729,제이에스로드,20200401,수,6967942,TWIRLING CANDY,0044992,슬리프리스,,,API8_2
0060829,제이에스베트,20230406,수,7000176,SILVER STATE,6116891,TWICE AROUND,,,API8_2
0057007,제이에스빅뱅,20240308,수,0045082,오버애널라이즈,0034170,메니뮤직,,,API8_2
0050876,제이원파워,20220215,수,0037439,더킹,0034427,제이원,,,API8_2
0053658,제주블루,20230330,암,0050506,에어포스블루,0035877,제주의하늘,,,API8_2
0057583,제주프린세스,20230417,암,0036732,머스킷맨,0040081,아쿠아프린세스,,,API8_2
0053856,제축산지로,20230428,거,0045050,섀클포드,0046487,엘로퀀트,,,API8_2
0045999,제타마스터,20200403,거,0034428,테스타마타,0035083,백산여왕,,,API8_2
0051829,조이천하,20220325,수,0031261,사이먼퓨어,0038615,아이비에스퀸,,,API8_2
0047071,주링스카이,20210328,암,0033566,파워블레이드,0036101,주링허우,,,API8_2
0046261,주몽천하,20200215,거,0038391,카우보이칼,0026785,킹덤레이스,,,API8_2
0051225,준마포스,20220311,암,0041566,투아너앤드서브,0038346,토츠어돕스,,,API8_2
0053381,즐거운빛,20230310,암,0038025,아임유어파더,0032652,해피한걸,,,API8_2
0051830,즐거운상상,20220424,수,0032258,트리플나인,0033022,그리자이,,,API8_2
1412299,지구라트,20210301,거,0038387,콩코드포인트,0031816,위즈스파크,,,API8_2
0045183,지모션,20200112,거,6106652,SUMMER FRONT,0044980,레이디도리스,,,API8_2
0060345,지비볼트,20230307,거,6149803,ROCK YOUR WORLD,7114140,SHINING CAUSE,,,API8_2
0055760,지비에이스,20240405,수,0041813,미스터크로우,0029076,라이징에이스,,,API8_2
0056076,지비퀸,20240511,암,0032990,한센,0035525,글로벌퀸,,,API8_2
0061458,지비플래시,20240302,거,6108940,DAREDEVIL,7022348,MINI PEARL,,,API8_2
0062432,지비하이퍼,20240511,수,6964691,MUNNINGS,6128782,TRINI BREWNETTE,,,API8_2
0054001,지산레이블,20230417,수,0041868,제이피즈거스토,0036691,테이크미어웨이투,,,API8_2
0056218,지산바라크,20240418,암,0038227,크리솔라이트,0029360,설트리조스키,,,API8_2
0053732,지산커밍순,20230409,수,0045009,자이언트런,0036427,커밍순,,,API8_2
0055912,지산퀸,20240324,암,0038227,크리솔라이트,0042924,아담스애플,,,API8_2
0050949,지산포스,20220325,수,0038227,크리솔라이트,0035190,태후의날개,,,API8_2
0053092,지산포에버,20230228,수,0038227,크리솔라이트,0022243,브라운걸,,,API8_2
0056083,지산프렌드,20220219,암,0038227,크리솔라이트,0039865,투고윈,,,API8_2
0053437,지산프리,20230309,암,0038227,크리솔라이트,0041983,케어프리,,,API8_2
0053223,지존불패,20230330,거,6998418,MUCHO MACHO MAN,0052759,오섬매그놀리아,,,API8_2
0054173,지플렉스,20230312,수,6969075,지몰로지스트,0046495,헥사메테르,,,API8_2
0060799,진격의돌핀,20231011,암,6106423,DUNDEEL,7144548,SANTA ROCKS,,,API8_2
0059220,진격의치타,20231031,거,6126575,HEROIC VALOUR,7169472,DAYITA,,,API8_2
0050695,질주의여왕,20220314,암,0034735,페더럴리스트,0029065,초원의별,,,API8_2
0053111,질풍아,20230324,수,6112413,TAPWRIT,0052712,퀵페이,,,API8_2
0053598,질풍키튼,20230427,수,0033119,선더모카신,0033120,키튼즈프라이드,,,API8_2
0060638,짜릿한행복,20230401,수,6130196,MAXIMUS MISCHIEF,7024323,SHADES OF LIGHT,,,API8_2
0051758,차밍퀸,20220419,암,0028545,인디밴드,0036620,지니,,,API8_2
0053407,찬란한함성,20230305,암,0045050,섀클포드,0024924,피렌체,,,API8_2
0051421,찬페이머스,20220331,수,0032990,한센,0025737,인터처블,,,API8_2
0054053,참빠른말,20230307,거,0032990,한센,0036710,퀘스트포석세스,,,API8_2
0046963,참좋은질주,20210310,암,0027443,컬러즈플라잉,0040021,록코모도,,,API8_2
0053291,창조의아침,20210327,거,6964691,MUNNINGS,6124860,BLUEGRASS MISS,,,API8_2
0055087,창창삭스,20211029,수,6115089,RAGEESE,7124159,TREPIDATION,,,API8_2
0040914,챌린지삭스,20170417,암,0037972,올드패션드,0033100,캐쥬얼애티튜드,,,API8_2
0056206,챔피언코드,20240420,수,0038391,카우보이칼,0052695,머제스틱게일,,,API8_2
0062073,처음본순간,20240208,수,6129608,TUNWOO,7006087,ENCHANTED ISLAND,,,API8_2
0051209,천공의섬,20220413,거,0026213,지금이순간,0038399,레드밍크스,,,API8_2
0051106,천궁스톰,20220227,거,0045050,섀클포드,0034903,벨이밴저린,,,API8_2
0055186,천둥의불꽃,20240220,수,0046317,레이스데이,0038430,블루그라스아타튜,,,API8_2
0057120,천둥의비상,20240430,수,0038387,콩코드포인트,0044987,레슬리스워리어,,,API8_2
0056845,천둥의스퍼트,20240423,수,0046317,레이스데이,0040228,라이트유어월드,,,API8_2
0054115,천둥의질주,20230406,거,0045050,섀클포드,0050526,홀리대즐,,,API8_2
0053278,천마누비,20230304,암,0033119,선더모카신,0030507,누비퀸,,,API8_2
0056140,천마의함성,20240326,수,7000060,나이트러스,0031616,빙고스타,,,API8_2
0055385,천마포스,20210911,거,6149613,ZOUSAIN,7128686,PUERTO VALLARTA,,,API8_2
0052080,천마호령,20220517,암,0045050,섀클포드,0033016,디렉션,,,API8_2
0056964,천상검룡,20240423,수,0041566,투아너앤드서브,0039108,큐비트윈,,,API8_2
0051100,천지레이디,20220322,암,0034254,천지스톰,0027811,금희,,,API8_2
0056090,천지신검,20240425,암,0037610,가온챔프,0041865,사제불이,,,API8_2
0053368,천지자칼,20230328,수,0050506,에어포스블루,0040234,소우전러브,,,API8_2
0053370,천지탱크,20230401,거,0050506,에어포스블루,0021560,쾌검,,,API8_2
0052833,청강겨울,20230205,암,0040246,지롤라모,0026909,남행열차,,,API8_2
0053739,청강봄,20230415,암,0041566,투아너앤드서브,0035474,쾌한탄생,,,API8_2
0051220,청룡기운,20220407,거,0045050,섀클포드,0041557,폰트,,,API8_2
0051896,청룡의칼,20220331,거,0038391,카우보이칼,0034782,캐리어,,,API8_2
0053240,청산돌풍,20230317,수,0045050,섀클포드,0040404,올백,,,API8_2
0051689,청산질주,20220407,수,0045082,오버애널라이즈,0040237,타하우르,,,API8_2
0058008,청야,20221007,수,6127356,LEAN MEAN MACHINE,7169370,MOONLIGHT NOVA,,,API8_2
0053687,청운비상,20230410,암,0032258,트리플나인,0040516,청운지벽,,,API8_2
0053762,청월,20230501,암,0046317,레이스데이,0044965,쉬비스위트,,,API8_2
0051627,청해스타,20220401,암,0046484,도르트문트,0036113,특별스타,,,API8_2
0051265,초월마,20220310,거,0038387,콩코드포인트,0041865,사제불이,,,API8_2
0053950,초콜릿,20230428,수,0040246,지롤라모,0040170,티즈어다이나포머,,,API8_2
0046875,최강골드,20210326,거,0045050,섀클포드,0023687,힐오브드림즈,,,API8_2
0060362,최강벨트,20230414,수,6126922,TACITUS,6119098,CARA DURA,,,API8_2
0051367,최강스피드,20220317,수,0041813,미스터크로우,0041929,파이어리스타,,,API8_2
0054015,최고게임,20210130,수,6112206,FROSTED,6128971,DR. MELFI,,,API8_2
0053312,최고골드,20230218,거,0038245,미스치비어슬리,0031119,코리아넘버원,,,API8_2
0060360,최고벨트,20230403,거,7000183,UNCLE CHUCK,6120250,MLLE. MINUIT,,,API8_2
0051530,추풍령,20220413,수,0025790,피스룰즈,0028105,블루드리머,,,API8_2
