race_id,pool,combo,odds
20150104_1_1,연승식,8,4.2
20150104_1_1,연승식,9,1.5
20150104_1_1,연승식,11,1.9
20150104_1_1,단승식,8,28.4
20150104_1_1,복연승식,8-9,12.2
20150104_1_1,복연승식,8-11,11
20150104_1_1,복연승식,9-11,3.5
20150104_1_1,복승식,8-11,39.4
20150104_1_1,쌍승식,8-11,114.6
20150104_1_1,삼복승식,8-9-11,45.7
20150104_1_2,연승식,2,6.4
20150104_1_2,연승식,3,1
20150104_1_2,연승식,5,2
20150104_1_2,단승식,3,1.1
20150104_1_2,복승식,2-3,18.9
20150104_1_2,쌍승식,3-2,22.1
20150104_1_2,복연승식,2-3,7
20150104_1_2,복연승식,2-5,31.2
20150104_1_2,복연승식,3-5,2.9
20150104_1_2,삼복승식,2-3-5,49.2
20150104_1_3,연승식,3,1
20150104_1_3,연승식,6,1.3
20150104_1_3,연승식,8,6.8
20150104_1_3,단승식,6,6.5
20150104_1_3,복승식,3-6,1.7
20150104_1_3,복연승식,3-6,1.2
20150104_1_3,복연승식,3-8,10.1
20150104_1_3,복연승식,6-8,13.9
20150104_1_3,쌍승식,6-3,7.4
20150104_1_3,삼복승식,3-6-8,19.3
20150104_1_4,연승식,1,4.9
20150104_1_4,연승식,5,1.7
20150104_1_4,연승식,6,3.8
20150104_1_4,단승식,5,4.1
20150104_1_4,복승식,1-5,41
20150104_1_4,복연승식,1-5,13
20150104_1_4,복연승식,1-6,31.6
20150104_1_4,복연승식,5-6,9.7
20150104_1_4,쌍승식,5-1,59.5
20150104_1_4,삼복승식,1-5-6,204.3
20150104_1_5,연승식,9,2.2
20150104_1_5,연승식,10,1.4
20150104_1_5,단승식,10,3.6
20150104_1_5,연승식,11,2.4
20150104_1_5,복연승식,9-10,4.8
20150104_1_5,복승식,10-11,15.6
20150104_1_5,복연승식,9-11,12.5
20150104_1_5,복연승식,10-11,4.5
20150104_1_5,쌍승식,10-11,26.2
20150104_1_5,삼복승식,9-10-11,36.3
20150104_1_6,연승식,6,1.6
20150104_1_6,연승식,7,1.3
20150104_1_6,연승식,9,1.9
20150104_1_6,단승식,7,2.7
20150104_1_6,복승식,6-7,5.8
20150104_1_6,쌍승식,7-6,9.8
20150104_1_6,복연승식,6-7,2.4
20150104_1_6,복연승식,6-9,4.7
20150104_1_6,복연승식,7-9,3.4
20150104_1_6,삼복승식,6-7-9,11.9
20150104_1_7,연승식,2,2.1
20150104_1_7,연승식,4,1.4
20150104_1_7,단승식,4,2.6
20150104_1_7,연승식,6,1.8
20150104_1_7,복연승식,2-4,2
20150104_1_7,복연승식,2-6,2.3
20150104_1_7,복연승식,4-6,1.9
20150104_1_7,쌍승식,4-6,7.9
20150104_1_7,복승식,4-6,4.7
20150104_1_7,삼복승식,2-4-6,4.8
20150104_1_8,연승식,1,1.5
20150104_1_8,연승식,8,3.5
20150104_1_8,연승식,9,1.5
20150104_1_8,단승식,9,3.5
20150104_1_8,복연승식,1-8,9.8
20150104_1_8,복연승식,1-9,2.9
20150104_1_8,복승식,8-9,21
20150104_1_8,복연승식,8-9,7.1
20150104_1_8,쌍승식,9-8,38.7
20150104_1_8,삼복승식,1-8-9,24.6
20150104_1_9,연승식,2,2.8
20150104_1_9,연승식,3,2.2
20150104_1_9,연승식,4,2.1
20150104_1_9,단승식,4,10
20150104_1_9,복승식,2-4,66.1
20150104_1_9,복연승식,2-3,9.1
20150104_1_9,복연승식,2-4,17
20150104_1_9,복연승식,3-4,12.5
20150104_1_9,쌍승식,4-2,177.5
20150104_1_9,삼복승식,2-3-4,119
20150104_1_10,연승식,2,1.1
20150104_1_10,연승식,3,1.7
20150104_1_10,단승식,2,1.5
20150104_1_10,연승식,4,2.6
20150104_1_10,복승식,2-3,4.5
20150104_1_10,쌍승식,2-3,5.9
20150104_1_10,복연승식,2-3,2.1
20150104_1_10,복연승식,2-4,3
20150104_1_10,복연승식,3-4,6.8
20150104_1_10,삼복승식,2-3-4,11.2
20150104_1_11,연승식,3,1.9
20150104_1_11,연승식,6,1.7
20150104_1_11,연승식,7,1.4
20150104_1_11,단승식,6,3.8
20150104_1_11,복연승식,3-6,4.2
20150104_1_11,복연승식,3-7,3.8
20150104_1_11,복연승식,6-7,2.6
20150104_1_11,쌍승식,6-7,11
20150104_1_11,복승식,6-7,5.5
20150104_1_11,삼복승식,3-6-7,8.7
20150104_3_1,연승식,1,1.1
20150104_3_1,연승식,4,1.6
20150104_3_1,연승식,7,1.4
20150104_3_1,단승식,7,3.3
20150104_3_1,복승식,1-7,3.6
20150104_3_1,복연승식,1-4,1.9
20150104_3_1,복연승식,1-7,1.6
20150104_3_1,복연승식,4-7,3.2
20150104_3_1,쌍승식,7-1,7.1
20150104_3_1,삼복승식,1-4-7,4.8
20150104_3_2,단승식,3,1.1
20150104_3_2,연승식,2,1.5
20150104_3_2,연승식,3,1.1
20150104_3_2,연승식,5,1.9
20150104_3_2,복연승식,2-3,1.6
20150104_3_2,복연승식,2-5,5.9
20150104_3_2,복연승식,3-5,2.5
20150104_3_2,복승식,3-5,6.4
20150104_3_2,쌍승식,3-5,7.2
20150104_3_2,삼복승식,2-3-5,7.7
20150104_3_3,연승식,1,1.4
20150104_3_3,연승식,5,1.4
20150104_3_3,연승식,8,4.1
20150104_3_3,단승식,8,16.6
20150104_3_3,복연승식,1-5,2.2
20150104_3_3,복연승식,1-8,9
20150104_3_3,복승식,5-8,32.8
20150104_3_3,복연승식,5-8,9.7
20150104_3_3,쌍승식,8-5,86.9
20150104_3_3,삼복승식,1-5-8,25.4
20150104_3_4,단승식,3,8.8
20150104_3_4,연승식,3,2.2
20150104_3_4,연승식,6,7.8
20150104_3_4,연승식,12,1.3
20150104_3_4,복승식,3-12,8.3
20150104_3_4,쌍승식,3-12,24.6
20150104_3_4,복연승식,3-6,23.7
20150104_3_4,복연승식,3-12,3.5
20150104_3_4,복연승식,6-12,14.1
20150104_3_4,삼복승식,3-6-12,95.1
20150104_3_5,연승식,3,5
20150104_3_5,연승식,5,1.3
20150104_3_5,연승식,11,2.9
20150104_3_5,단승식,5,2.5
20150104_3_5,쌍승식,5-3,32.3
20150104_3_5,복승식,3-5,22.8
20150104_3_5,복연승식,3-5,7.4
20150104_3_5,복연승식,3-11,31.2
20150104_3_5,복연승식,5-11,5.4
20150104_3_5,삼복승식,3-5-11,112.1
20150109_2_1,연승식,4,1.1
20150109_2_1,연승식,8,2.7
20150109_2_1,연승식,9,1.2
20150109_2_1,단승식,9,1.4
20150109_2_1,복승식,4-9,3.4
20150109_2_1,복연승식,4-8,13.2
20150109_2_1,복연승식,4-9,1.9
20150109_2_1,복연승식,8-9,7.4
20150109_2_1,쌍승식,9-4,4.7
20150109_2_1,삼복승식,4-8-9,16.8
20150109_2_2,연승식,6,2.3
20150109_2_2,연승식,9,2.9
20150109_2_2,연승식,10,1.2
20150109_2_2,단승식,10,1.6
20150109_2_2,쌍승식,10-9,15.4
20150109_2_2,복승식,9-10,11.3
20150109_2_2,복연승식,6-9,18.9
20150109_2_2,복연승식,6-10,2.9
20150109_2_2,복연승식,9-10,4.2
20150109_2_2,삼복승식,6-9-10,26.6
20150109_2_3,연승식,4,4.1
20150109_2_3,연승식,8,1
20150109_2_3,연승식,10,2.6
20150109_2_3,단승식,8,4.7
20150109_2_3,복승식,8-10,5.2
20150109_2_3,복연승식,4-8,2.6
20150109_2_3,복연승식,4-10,6.4
20150109_2_3,복연승식,8-10,2.7
20150109_2_3,쌍승식,8-10,9.4
20150109_2_3,삼복승식,4-8-10,12.9
20150109_2_4,연승식,1,1.6
20150109_2_4,연승식,3,1.1
20150109_2_4,연승식,9,11.2
20150109_2_4,단승식,3,2.6
20150109_2_4,복승식,1-3,5.4
20150109_2_4,복연승식,1-3,2.4
20150109_2_4,복연승식,1-9,44.2
20150109_2_4,복연승식,3-9,17.4
20150109_2_4,쌍승식,3-1,8.8
20150109_2_4,삼복승식,1-3-9,107.6
20150109_2_5,연승식,3,1.7
20150109_2_5,연승식,7,1.4
20150109_2_5,연승식,9,1.3
20150109_2_5,단승식,9,3.9
20150109_2_5,복승식,3-9,9.4
20150109_2_5,복연승식,3-7,2.3
20150109_2_5,복연승식,3-9,3.4
20150109_2_5,복연승식,7-9,2.2
20150109_2_5,쌍승식,9-3,16.1
20150109_2_5,삼복승식,3-7-9,6.7
20150109_2_6,연승식,6,2.4
20150109_2_6,연승식,2,3.4
20150109_2_6,연승식,4,3.7
20150109_2_6,단승식,2,98.5
20150109_2_6,복승식,2-4,21.4
20150109_2_6,복연승식,2-4,6
20150109_2_6,복연승식,2-6,5.1
20150109_2_6,복연승식,4-6,2.2
20150109_2_6,쌍승식,2-4,71.3
20150109_2_6,삼복승식,2-4-6,10.5
20150109_2_7,단승식,12,8.5
20150109_2_7,연승식,7,2.3
20150109_2_7,연승식,11,2.3
20150109_2_7,연승식,12,2.2
20150109_2_7,복승식,7-12,42.3
20150109_2_7,복연승식,7-11,11
20150109_2_7,복연승식,7-12,12.5
20150109_2_7,복연승식,11-12,10.3
20150109_2_7,쌍승식,12-7,96.1
20150109_2_7,삼복승식,7-11-12,69.1
20150109_2_8,연승식,5,3
20150109_2_8,연승식,2,2.6
20150109_2_8,연승식,9,6.5
20150109_2_8,단승식,2,12.3
20150109_2_8,복승식,2-5,11.1
20150109_2_8,복연승식,2-5,16.8
20150109_2_8,복연승식,2-9,18.7
20150109_2_8,복연승식,5-9,9
20150109_2_8,쌍승식,2-5,50.1
20150109_2_8,삼복승식,2-5-9,35
20150109_2_9,단승식,3,8.5
20150109_2_9,연승식,3,1.4
20150109_2_9,연승식,5,4.8
20150109_2_9,연승식,9,8.3
20150109_2_9,복승식,3-5,4.1
20150109_2_9,복연승식,3-5,1.5
20150109_2_9,복연승식,3-9,9
20150109_2_9,복연승식,5-9,9
20150109_2_9,쌍승식,3-5,6.4
20150109_2_9,삼복승식,3-5-9,9.5
20150110_1_1,연승식,4,7.6
20150110_1_1,연승식,2,1.1
20150110_1_1,연승식,3,1
20150110_1_1,단승식,2,2.7
20150110_1_1,복승식,2-3,2.6
20150110_1_1,쌍승식,2-3,4.9
20150110_1_1,복연승식,2-3,1.2
20150110_1_1,복연승식,2-4,8.1
20150110_1_1,복연승식,3-4,7.4
20150110_1_1,삼복승식,2-3-4,15.1
20150110_1_2,연승식,1,3.4
20150110_1_2,연승식,2,1.6
20150110_1_2,연승식,6,18.6
20150110_1_2,단승식,2,4.3
20150110_1_2,복승식,1-2,24.4
20150110_1_2,복연승식,1-2,6.5
20150110_1_2,복연승식,1-6,126.6
20150110_1_2,복연승식,2-6,39.6
20150110_1_2,쌍승식,2-1,36.2
20150110_1_2,삼복승식,1-2-6,617.8
20150110_1_3,연승식,1,1.3
20150110_1_3,연승식,2,3.2
20150110_1_3,단승식,5,1.5
20150110_1_3,연승식,5,1
20150110_1_3,복승식,2-5,16.1
20150110_1_3,복연승식,1-2,6.2
20150110_1_3,복연승식,1-5,1.4
20150110_1_3,복연승식,2-5,4.1
20150110_1_3,쌍승식,5-2,18.2
20150110_1_3,삼복승식,1-2-5,8
20150110_1_4,연승식,2,1.3
20150110_1_4,연승식,4,1.6
20150110_1_4,연승식,6,4.4
20150110_1_4,단승식,2,2.4
20150110_1_4,복승식,2-4,9.8
20150110_1_4,복연승식,2-4,3.3
20150110_1_4,복연승식,2-6,8.6
20150110_1_4,복연승식,4-6,12.5
20150110_1_4,쌍승식,2-4,14
20150110_1_4,삼복승식,2-4-6,39
20150110_1_5,단승식,10,7.3
20150110_1_5,연승식,4,1.8
20150110_1_5,연승식,10,2.4
20150110_1_5,연승식,11,2
20150110_1_5,복승식,10-11,19.7
20150110_1_5,쌍승식,10-11,37.5
20150110_1_5,복연승식,4-10,4.9
20150110_1_5,복연승식,4-11,6.8
20150110_1_5,복연승식,10-11,6.3
20150110_1_5,삼복승식,4-10-11,34.2
20150110_1_6,연승식,1,1.2
20150110_1_6,연승식,3,2.3
20150110_1_6,연승식,4,2
20150110_1_6,단승식,1,2
20150110_1_6,복승식,1-4,7.2
20150110_1_6,쌍승식,1-4,10.1
20150110_1_6,복연승식,1-3,3
20150110_1_6,복연승식,1-4,2.9
20150110_1_6,복연승식,3-4,7.3
20150110_1_6,삼복승식,1-3-4,15.6
20150110_1_7,연승식,3,1.9
20150110_1_7,연승식,4,13.3
20150110_1_7,연승식,6,1.3
20150110_1_7,단승식,6,3.1
20150110_1_7,복연승식,3-4,30.6
20150110_1_7,복연승식,3-6,2.3
20150110_1_7,복연승식,4-6,20.2
20150110_1_7,쌍승식,6-3,12.5
20150110_1_7,복승식,3-6,6.5
20150110_1_7,삼복승식,3-4-6,104.8
20150110_1_8,단승식,2,4
20150110_1_8,연승식,2,1.3
20150110_1_8,연승식,3,2
20150110_1_8,연승식,4,1.1
20150110_1_8,복승식,2-4,3
20150110_1_8,쌍승식,2-4,6.9
20150110_1_8,복연승식,2-3,4.7
20150110_1_8,복연승식,2-4,1.7
20150110_1_8,복연승식,3-4,2.8
20150110_1_8,삼복승식,2-3-4,7.6
20150110_1_9,연승식,1,2
20150110_1_9,연승식,4,1.3
20150110_1_9,단승식,4,1.8
20150110_1_9,연승식,13,10.2
20150110_1_9,복연승식,1-4,2
20150110_1_9,복연승식,1-13,29.7
20150110_1_9,복승식,4-13,62.5
20150110_1_9,쌍승식,4-13,67.3
20150110_1_9,복연승식,4-13,20.1
20150110_1_9,삼복승식,1-4-13,67.9
20150110_1_10,연승식,5,1.2
20150110_1_10,연승식,7,2.8
20150110_1_10,단승식,7,9.3
20150110_1_10,연승식,11,1.8
20150110_1_10,복승식,5-7,8.4
20150110_1_10,쌍승식,7-5,20.7
20150110_1_10,복연승식,5-7,3.4
20150110_1_10,복연승식,5-11,2.6
20150110_1_10,복연승식,7-11,7.5
20150110_1_10,삼복승식,5-7-11,11.1
20150110_1_11,단승식,3,1.6
20150110_1_11,연승식,2,1.3
20150110_1_11,연승식,3,1.1
20150110_1_11,연승식,9,1.8
20150110_1_11,복승식,2-3,2.3
20150110_1_11,쌍승식,3-2,3.3
20150110_1_11,복연승식,2-3,1.5
20150110_1_11,복연승식,2-9,3.2
20150110_1_11,복연승식,3-9,2
20150110_1_11,삼복승식,2-3-9,3.5
20150110_1_12,단승식,4,11.8
20150110_1_12,연승식,1,1.3
20150110_1_12,연승식,4,3
20150110_1_12,연승식,14,3.8
20150110_1_12,복연승식,1-4,4.3
20150110_1_12,복연승식,1-14,5.9
20150110_1_12,복승식,4-14,69.7
20150110_1_12,복연승식,4-14,20.7
20150110_1_12,쌍승식,4-14,180.2
20150110_1_12,삼복승식,1-4-14,41.2
20150111_3_1,연승식,2,1.6
20150111_3_1,연승식,3,2
20150111_3_1,연승식,5,1.2
20150111_3_1,단승식,2,3.8
20150111_3_1,복승식,2-5,4.6
20150111_3_1,복연승식,2-3,5
20150111_3_1,복연승식,2-5,2.1
20150111_3_1,복연승식,3-5,3.3
20150111_3_1,쌍승식,2-5,9.2
20150111_3_1,삼복승식,2-3-5,9.6
20150111_3_2,연승식,3,1.4
20150111_3_2,연승식,5,1.5
20150111_3_2,연승식,7,1.1
20150111_3_2,단승식,7,1.7
20150111_3_2,복승식,5-7,3.2
20150111_3_2,복연승식,3-5,2.4
20150111_3_2,복연승식,3-7,1.8
20150111_3_2,쌍승식,7-5,4.9
20150111_3_2,복연승식,5-7,1.6
20150111_3_2,삼복승식,3-5-7,3.5
20150111_3_3,단승식,1,1.5
20150111_3_3,연승식,1,1
20150111_3_3,연승식,7,1.6
20150111_3_3,연승식,8,1.5
20150111_3_3,복연승식,1-7,2.3
20150111_3_3,복연승식,1-8,1.7
20150111_3_3,쌍승식,1-8,5.5
20150111_3_3,복연승식,7-8,3.5
20150111_3_3,복승식,1-8,3.7
20150111_3_3,삼복승식,1-7-8,5.2
20150111_3_4,연승식,1,2
20150111_3_4,연승식,2,1.3
20150111_3_4,연승식,6,9.4
20150111_3_4,단승식,2,2.7
20150111_3_4,복승식,1-2,4.3
20150111_3_4,복연승식,1-2,1.7
20150111_3_4,복연승식,1-6,7.1
20150111_3_4,복연승식,2-6,6.2
20150111_3_4,쌍승식,2-1,7.3
20150111_3_4,삼복승식,1-2-6,21.3
20150111_3_5,연승식,4,2.9
20150111_3_5,단승식,7,1.2
20150111_3_5,연승식,7,1
20150111_3_5,연승식,9,2.1
20150111_3_5,복승식,7-9,4.7
20150111_3_5,복연승식,4-7,3.5
20150111_3_5,복연승식,4-9,9.4
20150111_3_5,복연승식,7-9,2.3
20150111_3_5,쌍승식,7-9,5.6
20150111_3_5,삼복승식,4-7-9,16.9
20150111_3_6,단승식,2,2.4
20150111_3_6,연승식,2,1.2
20150111_3_6,연승식,3,2
20150111_3_6,연승식,4,1.2
20150111_3_6,복승식,2-3,8
20150111_3_6,쌍승식,2-3,11.8
20150111_3_6,복연승식,2-3,2.7
20150111_3_6,복연승식,2-4,1.3
20150111_3_6,복연승식,3-4,2.7
20150111_3_6,삼복승식,2-3-4,3.5
20150117_1_1,연승식,1,3
20150117_1_1,단승식,6,3.9
20150117_1_1,연승식,6,1.4
20150117_1_1,연승식,7,1.6
20150117_1_1,복연승식,1-6,6.7
20150117_1_1,복연승식,1-7,7
20150117_1_1,복승식,6-7,9
20150117_1_1,복연승식,6-7,3.9
20150117_1_1,쌍승식,6-7,19.3
20150117_1_1,삼복승식,1-6-7,27.4
20150117_1_2,연승식,4,1.9
20150117_1_2,연승식,5,1
20150117_1_2,연승식,9,1.6
20150117_1_2,단승식,4,7.2
20150117_1_2,복승식,4-5,3.8
20150117_1_2,쌍승식,4-5,11.7
20150117_1_2,복연승식,4-5,2
20150117_1_2,복연승식,4-9,4.3
20150117_1_2,복연승식,5-9,1.8
20150117_1_2,삼복승식,4-5-9,5.7
20150117_1_3,연승식,1,3.5
20150117_1_3,연승식,6,1.7
20150117_1_3,연승식,7,1.1
20150117_1_3,단승식,7,2.1
20150117_1_3,복승식,6-7,5.1
20150117_1_3,복연승식,1-6,8.1
20150117_1_3,복연승식,1-7,5.5
20150117_1_3,복연승식,6-7,2.1
20150117_1_3,쌍승식,7-6,7.7
20150117_1_3,삼복승식,1-6-7,19.1
20150117_1_4,연승식,8,2.5
20150117_1_4,연승식,9,1.8
20150117_1_4,연승식,12,9.5
20150117_1_4,단승식,9,5.7
20150117_1_4,복연승식,8-9,7.7
20150117_1_4,복연승식,8-12,40.7
20150117_1_4,복연승식,9-12,29.1
20150117_1_4,복승식,8-9,22.3
20150117_1_4,쌍승식,9-8,38.9
20150117_1_4,삼복승식,8-9-12,263.3
20150117_1_5,연승식,1,2.7
20150117_1_5,연승식,5,5.3
20150117_1_5,연승식,8,1.1
20150117_1_5,단승식,8,1.5
20150117_1_5,복승식,1-8,9.3
20150117_1_5,복연승식,1-5,31
20150117_1_5,복연승식,1-8,3.2
20150117_1_5,복연승식,5-8,5.9
20150117_1_5,쌍승식,8-1,13.3
20150117_1_5,삼복승식,1-5-8,66.7
20150117_1_6,연승식,1,1.2
20150117_1_6,연승식,2,1.7
20150117_1_6,연승식,5,1.1
20150117_1_6,단승식,5,1.8
20150117_1_6,복승식,1-5,1.9
20150117_1_6,복연승식,1-2,2.1
20150117_1_6,복연승식,1-5,1.4
20150117_1_6,복연승식,2-5,2.2
20150117_1_6,쌍승식,5-1,3.1
20150117_1_6,삼복승식,1-2-5,2.9
20150117_1_7,연승식,1,8.6
20150117_1_7,연승식,2,1.4
20150117_1_7,연승식,3,1.8
20150117_1_7,단승식,3,4.9
20150117_1_7,복승식,1-3,137.7
20150117_1_7,복연승식,1-2,15
20150117_1_7,쌍승식,3-1,259.6
20150117_1_7,복연승식,1-3,28.1
20150117_1_7,복연승식,2-3,3.1
20150117_1_7,삼복승식,1-2-3,70.3
20150117_1_8,연승식,4,5.1
20150117_1_8,연승식,3,1.1
20150117_1_8,연승식,5,10.3
20150117_1_8,단승식,3,1.4
20150117_1_8,복승식,3-4,12.3
20150117_1_8,쌍승식,3-4,15.7
20150117_1_8,복연승식,3-4,2.7
20150117_1_8,복연승식,3-5,5.6
20150117_1_8,복연승식,4-5,36.1
20150117_1_8,삼복승식,3-4-5,89.9
20150117_1_9,연승식,3,1
20150117_1_9,연승식,4,2.7
20150117_1_9,연승식,5,1.8
20150117_1_9,단승식,3,1.3
20150117_1_9,복승식,3-5,4.6
20150117_1_9,복연승식,3-4,3.2
20150117_1_9,복연승식,3-5,2.2
20150117_1_9,복연승식,4-5,8.9
20150117_1_9,쌍승식,3-5,5.7
20150117_1_9,삼복승식,3-4-5,14.1
20150117_1_10,연승식,3,4.7
20150117_1_10,단승식,6,20.7
20150117_1_10,연승식,6,4.3
20150117_1_10,연승식,12,2.5
20150117_1_10,복승식,3-6,100
20150117_1_10,복연승식,3-6,29.5
20150117_1_10,복연승식,3-12,21.6
20150117_1_10,쌍승식,6-3,252.6
20150117_1_10,복연승식,6-12,15.4
20150117_1_10,삼복승식,3-6-12,336.6
20150117_1_11,연승식,5,1.4
20150117_1_11,연승식,9,2.5
20150117_1_11,연승식,14,1.5
20150117_1_11,단승식,5,3.6
20150117_1_11,복승식,5-14,5.2
20150117_1_11,복연승식,5-9,5.9
20150117_1_11,복연승식,5-14,2.2
20150117_1_11,쌍승식,5-14,9.4
20150117_1_11,복연승식,9-14,4.7
20150117_1_11,삼복승식,5-9-14,14.2
20150117_1_12,연승식,3,1.5
20150117_1_12,연승식,4,9.7
20150117_1_12,단승식,4,72.8
20150117_1_12,연승식,7,2.8
20150117_1_12,복승식,3-4,45.7
20150117_1_12,복연승식,3-4,16.2
20150117_1_12,복연승식,3-7,6.1
20150117_1_12,복연승식,4-7,37.9
20150117_1_12,쌍승식,4-3,267.4
20150117_1_12,삼복승식,3-4-7,152.7
20150118_1_1,연승식,1,1.3
20150118_1_1,연승식,2,1.2
20150118_1_1,단승식,1,2.3
20150118_1_1,연승식,11,1.3
20150118_1_1,복연승식,1-2,1.7
20150118_1_1,쌍승식,1-11,8
20150118_1_1,복연승식,1-11,2
20150118_1_1,복연승식,2-11,1.7
20150118_1_1,복승식,1-11,4.3
20150118_1_1,삼복승식,1-2-11,2.9
20150118_1_2,연승식,1,3.9
20150118_1_2,연승식,3,1.7
20150118_1_2,연승식,4,5.3
20150118_1_2,단승식,3,4.6
20150118_1_2,복연승식,1-3,12.4
20150118_1_2,복연승식,1-4,29.4
20150118_1_2,복승식,3-4,53.4
20150118_1_2,복연승식,3-4,13.5
20150118_1_2,쌍승식,3-4,82.8
20150118_1_2,삼복승식,1-3-4,228.2
20150118_1_3,연승식,2,1.1
20150118_1_3,단승식,2,1.9
20150118_1_3,연승식,5,1.6
20150118_1_3,연승식,6,2.3
20150118_1_3,복승식,2-5,3.6
20150118_1_3,쌍승식,2-5,5.8
20150118_1_3,복연승식,2-5,1.9
20150118_1_3,복연승식,2-6,3.6
20150118_1_3,복연승식,5-6,6.2
20150118_1_3,삼복승식,2-5-6,9.9
20150118_1_4,연승식,5,1.6
20150118_1_4,연승식,11,3.9
20150118_1_4,연승식,12,1.5
20150118_1_4,단승식,12,4
20150118_1_4,복연승식,5-11,7.6
20150118_1_4,복연승식,5-12,3
20150118_1_4,복승식,5-12,7.4
20150118_1_4,복연승식,11-12,7.1
20150118_1_4,쌍승식,12-5,13
20150118_1_4,삼복승식,5-11-12,24.5
20150118_1_5,연승식,5,1.2
20150118_1_5,연승식,6,1.9
20150118_1_5,연승식,8,1
20150118_1_5,단승식,8,1.4
20150118_1_5,복연승식,5-6,3
20150118_1_5,복연승식,5-8,1.4
20150118_1_5,복연승식,6-8,2.3
20150118_1_5,복승식,5-8,2
20150118_1_5,쌍승식,8-5,2.7
20150118_1_5,삼복승식,5-6-8,4.3
20150118_1_6,연승식,3,3.2
20150118_1_6,연승식,10,7.3
20150118_1_6,연승식,11,1.9
20150118_1_6,단승식,10,51.5
20150118_1_6,복승식,3-10,370.4
20150118_1_6,복연승식,3-10,48.7
20150118_1_6,복연승식,3-11,12.9
20150118_1_6,복연승식,10-11,27.5
20150118_1_6,쌍승식,10-3,1480.7
20150118_1_6,삼복승식,3-10-11,705.4
20150118_1_7,연승식,2,2
20150118_1_7,연승식,7,1.3
20150118_1_7,연승식,9,11.4
20150118_1_7,단승식,2,6.2
20150118_1_7,복승식,2-7,8
20150118_1_7,복연승식,2-7,3.6
20150118_1_7,복연승식,2-9,41.7
20150118_1_7,쌍승식,2-7,20.7
20150118_1_7,복연승식,7-9,23.3
20150118_1_7,삼복승식,2-7-9,168.9
20150118_1_8,연승식,1,2.2
20150118_1_8,연승식,3,1.8
20150118_1_8,연승식,9,1.2
20150118_1_8,단승식,9,2
20150118_1_8,복승식,1-9,7.2
20150118_1_8,복연승식,1-3,7.5
20150118_1_8,복연승식,1-9,3.4
20150118_1_8,복연승식,3-9,2.9
20150118_1_8,쌍승식,9-1,11
20150118_1_8,삼복승식,1-3-9,16.8
20150118_1_9,연승식,1,2.1
20150118_1_9,연승식,2,4.2
20150118_1_9,연승식,14,2.3
20150118_1_9,단승식,1,7
20150118_1_9,복승식,1-2,39.3
20150118_1_9,복연승식,1-2,12.1
20150118_1_9,쌍승식,1-2,70.4
20150118_1_9,복연승식,1-14,6.2
20150118_1_9,복연승식,2-14,18.4
20150118_1_9,삼복승식,1-2-14,97.1
20150118_1_10,단승식,1,9.9
20150118_1_10,연승식,1,2.4
20150118_1_10,연승식,4,4.6
20150118_1_10,연승식,6,1.3
20150118_1_10,복승식,1-6,12.3
20150118_1_10,쌍승식,1-6,31.1
20150118_1_10,복연승식,1-4,20
20150118_1_10,복연승식,1-6,4
20150118_1_10,복연승식,4-6,7.7
20150118_1_10,삼복승식,1-4-6,58.4
20150118_1_11,연승식,2,1.8
20150118_1_11,연승식,4,4.1
20150118_1_11,연승식,5,1.4
20150118_1_11,단승식,5,2.9
20150118_1_11,복승식,2-5,5.7
20150118_1_11,복연승식,2-4,11.4
20150118_1_11,복연승식,2-5,2.5
20150118_1_11,쌍승식,5-2,10.9
20150118_1_11,복연승식,4-5,7.9
20150118_1_11,삼복승식,2-4-5,27.8
20150118_3_1,연승식,2,8.8
20150118_3_1,연승식,3,1.2
20150118_3_1,연승식,6,1.3
20150118_3_1,단승식,6,2.3
20150118_3_1,복연승식,2-3,10.5
20150118_3_1,복승식,2-6,38.4
20150118_3_1,복연승식,2-6,8.2
20150118_3_1,복연승식,3-6,1.5
20150118_3_1,쌍승식,6-2,52.3
20150118_3_1,삼복승식,2-3-6,18
20150118_3_2,연승식,2,1.3
20150118_3_2,단승식,5,2
20150118_3_2,연승식,5,1.2
20150118_3_2,연승식,8,2.4
20150118_3_2,복연승식,2-5,1.5
20150118_3_2,복연승식,2-8,5.2
20150118_3_2,복연승식,5-8,5.1
20150118_3_2,복승식,5-8,15.7
20150118_3_2,쌍승식,5-8,22.4
20150118_3_2,삼복승식,2-5-8,10.1
20150118_3_3,단승식,4,1.3
20150118_3_3,연승식,2,2.9
20150118_3_3,연승식,3,1.7
20150118_3_3,연승식,4,1.1
20150118_3_3,복승식,2-4,11.8
20150118_3_3,복연승식,2-3,7.9
20150118_3_3,복연승식,2-4,3.8
20150118_3_3,복연승식,3-4,1.9
20150118_3_3,쌍승식,4-2,16.2
20150118_3_3,삼복승식,2-3-4,14.2
20150118_3_4,단승식,4,4.4
20150118_3_4,연승식,4,1.3
20150118_3_4,연승식,7,1.5
20150118_3_4,연승식,9,2.9
20150118_3_4,복승식,4-9,35.7
20150118_3_4,복연승식,4-7,2
20150118_3_4,복연승식,4-9,8.4
20150118_3_4,복연승식,7-9,7.7
20150118_3_4,쌍승식,4-9,58.8
20150118_3_4,삼복승식,4-7-9,30.2
20150118_3_5,단승식,10,5.9
20150118_3_5,연승식,1,2.4
20150118_3_5,연승식,7,2
